,acc,loss,val_acc,val_loss
0,0.8809814814461602,0.4216520107763785,0.9379999998410543,0.2047158610423406
1,0.9513703703350491,0.1682808813739706,0.9601666668256124,0.14215533952911694
2,0.9634259258199621,0.11936091946010237,0.9684999995231628,0.10992480384310087
3,0.9738703702467459,0.08906713176215136,0.9696666668256124,0.10087599309285482
4,0.9796481482717726,0.07101726496661151,0.9713333328564961,0.09281009262800216
5,0.9825925925042894,0.05837436870071623,0.9735000001589457,0.08329913943012555
6,0.9854444444797658,0.047340989426330284,0.9725000001589457,0.09069258814056715
7,0.9885925926279139,0.03831386098707164,0.9766666669845581,0.08376829149325689
8,0.9905740741093954,0.032317916025718055,0.9790000001589457,0.07558899969855944
9,0.9928518518871732,0.025796102223021013,0.9770000001589457,0.08175430703163147
10,0.9940000000176606,0.022209115759642035,0.9768333330154418,0.07841152222951253
11,0.9939259259435865,0.021028832148622584,0.9775000001589457,0.08518177365263303
12,0.995833333350994,0.01652948496794259,0.9790000001589457,0.08300886922081312
13,0.996277777813099,0.014145321535291496,0.976333333492279,0.08871451924244562
14,0.9974814814814815,0.010413254936122232,0.9781666663487752,0.08482993110020956
15,0.9971481481834694,0.010632862658964263,0.977333333492279,0.0915891792277495
16,0.9965925925925926,0.011465354588779586,0.9789999995231629,0.08869903416434924
17,0.9982777777777778,0.0067475532268484436,0.9780000001589457,0.10093375165263811
18,0.9981666666666666,0.007117192112599258,0.9776666668256124,0.09165026897192001
19,0.9982962963139569,0.006858868408258315,0.9765000001589457,0.10904726346333822
20,0.9986296296296296,0.005421502162805862,0.9766666663487752,0.10514976388216019
21,0.9985185185361791,0.005619694026118075,0.9783333330154419,0.10395587557554245
22,0.9994259259259259,0.0031151491483604465,0.979333333492279,0.09252634609738986
23,0.9991851851851852,0.00341076205463873,0.9759999995231629,0.11740840776761373
24,0.993481481552124,0.019268401805449416,0.9753333333333334,0.11807133245343963
25,0.9970000000176606,0.00862416400567249,0.9788333328564962,0.09881164482235909
26,0.9990925925925926,0.0035480430344878525,0.9798333328564962,0.10002643319467704
27,0.9999814814814815,0.0009094571625054987,0.9808333334922791,0.10186762166023254
28,0.9999814814814815,0.0005050853902379189,0.9804999995231628,0.10084183381994566
29,1.0,0.00034634187055268773,0.9806666668256124,0.10198410162329674
